source_video,target_video,source_start,source_end,target_start,target_end,group,category,is_duplicate
68868f88c7c8f4887bf441ea1f61500dbcd1da5b.flv,b22db6382d74710e88eb1cb50bf3f74bec402491.flv,0.0,117.0,9.0,128.0,168,infernal_affairs_1,True
b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,c4365f3b67428240a4e82a07ec373cc2db96e0a4.mp4,2.0,9.0,12.0,19.0,784,t-mac_13_points_in_35_seconds,True
14c262ea09b4ca66feb7e88cf57e0faaeacc301f.mp4,c22d8160f6950e9748d3c0d1cf26e342d54f281f.mp4,0.0,13.0,3.0,16.0,265,obama_kicks_door,True
487be7c83186caba89dc3004a1bd24350e35a099.flv,caec7bae88f5b5d60a08487e9d9a8cd27251c64e.flv,0.0,73.0,14.0,87.0,120,dove_evolution_commercial,True
94d686ecfa99d431b9f35e589e601057a2075b8e.flv,cbe5dff0d1f7658b8e37d32ade9fd9b27a9f3fc9.flv,558.0,583.0,131.0,148.0,907,the_last_samurai_last_battle,True
55aed88a8ca6116c8f83f3c0220414aa3d460ead.flv,b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,128.0,151.0,105.0,126.0,824,t-mac_13_points_in_35_seconds,True
743b4b30bf4fa11e3231dd0cc319016db1cb5b73.flv,db06eed340d0873fc48b2129115f16c79c48678c.flv,303.0,313.0,48.0,60.0,657,saving_private_ryan_omaha_beach,True
60b45a875979efba30700f8e55728d17f0857212.flv,92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,278.0,288.0,210.0,220.0,782,t-mac_13_points_in_35_seconds,True
bdf029642e25b4e815c3bb602427babb2cbede2c.mp4,eb97c61cfd330392a5d8c6d5c7e48fdfd1a0c859.flv,10.0,127.0,0.0,119.0,1017,titanic_fly_scene,True
50267c2376f0e05d38f8d468d4bb403fab5cc454.flv,fca7e9c46b6ec4b8cb53ff17d93bef484a341c5b.flv,56.0,61.0,16.0,21.0,426,president_obama_takes_oath,True
23254771545e5d278548ba02d25d32add952b2a4.flv,,0.0,8.0,,,,infernal_affairs_1,False
2fe7b38b1cbdfdf5d6075ee2b2cd9fee2cf7d7c1.flv,c9cee9c02cc23af3a26ee9548b895addd643974f.flv,0.0,142.0,43.0,185.0,688,scent_of_woman_tango,True
976d46d661538fdfcff23979d4c0d9fff5fb5ee8.flv,abd84397791c7c16a1718e37e2821f232889d9ac.flv,36.0,239.0,0.0,184.0,960,the_legend_of_1900_magic_waltz,True
28a7b8e86a5bc14c3668248d3a1395af9d58cdcb.mp4,,674.0,689.0,,,,osama_bin_laden_is_dead_obama_speech_at_white_house,False
25b4ccc2b3166b565dde7192ed3b7b43921439dd.flv,694b83f937e8ae9a390c5ed1004d5ef1f8643ae4.flv,45.0,61.0,0.0,16.0,606,saving_private_ryan_omaha_beach,True
42daf76df2f31f0805f2f3f766bb348bb24feac7.flv,beb8ec624aae490c6f21a7bc7330da8e839623fb.mp4,122.0,132.0,31.0,41.0,822,t-mac_13_points_in_35_seconds,True
2cd2f88502bf8d74a3da0f257b47da823e0d42a0.flv,e2409fb1749da3d3412fa0e5a1751c2fa0a6965d.flv,24.0,167.0,0.0,150.0,688,scent_of_woman_tango,True
20d29f3a064272395f59c40cc0c29e7f6c4ff48c.flv,813837205d30049992f5fce833fcc668229cd204.flv,49.0,510.0,0.0,461.0,700,scent_of_woman_tango,True
8b183ce1a33c5ab3eec1b3dc91e29b98f52bd3c1.flv,c1ffd1a86d2b2451edda0bb4b25c914350aa9826.mp4,12.0,24.0,459.0,466.0,1005,titanic_fly_scene,True
6cc806641ede517d2ba98b9ffc5691c152b6c1db.flv,84ce12a5fff66f4cd789c90bf61156f44fe21fbc.flv,0.0,10.0,0.0,10.0,209,maradona_hand_of_god,True
707ffde910facfe859304ae491bc154ab33dd2de.flv,7b2158aad4ea2e6c8f149bb869801b96734c1b1c.flv,19.0,58.0,17.0,56.0,108,dove_evolution_commercial,True
7c9d142bf1b1ede846c059117f422b1c8ea6bb9e.mp4,bbdbe357f408fb84d5f57c1522a90504f3162d6f.flv,52.0,53.0,29.0,30.0,100,dove_evolution_commercial,True
53ff5686f46ac55ae5357e6e7856faf0f5f15173.flv,a92bd54b230f71a3542ffda4285be00336118261.flv,0.0,265.0,67.0,322.0,352,osama_bin_laden_is_dead_obama_speech_at_white_house,True
4b8d5281f2235a0da86a784857fb44a7e5725c21.flv,f277e9757d3eeeef647967a50e7c9211f9298de5.flv,0.0,138.0,31.0,163.0,997,titanic_fly_scene,True
75b4b9a9fc4801a2f625297c698e5eef4ec37cfe.flv,da1854c05d28b4d56f176c1aae5b14d7b9e36536.flv,113.0,122.0,199.0,208.0,679,scent_of_woman_tango,True
5f8d7efc28c6dd3e20cfd0060177edcb243a0456.flv,9e94d3404faee3a1e3c78fb33064319511428103.flv,247.0,250.0,274.0,277.0,927,the_last_samurai_last_battle,True
8cd04dbb4576f83ebe1f480d6a33a24c3a5882bd.flv,f410b354eec142d6e0f1124bffe6aad83d8dc427.flv,0.0,39.0,14.0,53.0,526,president_obama_takes_oath,True
0908a93749a07da23df25c1e7e13c4ceaeca1e23.flv,50dfd1daee780fbf9722990387201e2b367a1f27.flv,11.0,240.0,0.0,239.0,948,the_legend_of_1900_magic_waltz,True
136eff8ef85eee42b2370ad6e444498980ba63a8.mp4,76d63613abd080fe83b99cffe29e85ef01b12d40.flv,70.0,95.0,60.0,84.0,684,scent_of_woman_tango,True
9185e2ba429ae15c5e2a2d0f624dee890e03d0f0.flv,ccc879ecfb35a1a77667dd8357b71a930c19092c.flv,45.0,61.0,0.0,16.0,1165,troy_achilles_and_hector,True
c1ffd1a86d2b2451edda0bb4b25c914350aa9826.mp4,,601.0,616.0,,,,titanic_fly_scene,False
010aeeb1a5d471418ceab8f8c0d5f34d84059cff.flv,d1a19730dcc2b5ea5bec61756c452772aae031dd.flv,2.0,141.0,0.0,140.0,686,scent_of_woman_tango,True
1f73466d86f0a92140bd2f89eb95e8c147b47935.flv,4376c0e8e1e226a63b6b2aac5c1962aa02028071.mp4,9.0,16.0,0.0,4.0,267,obama_kicks_door,True
296961b67d89d82a362fb046e333718e1579691d.flv,ee7a5a870cbe3215a87a2798c81a0d43c118e62d.flv,0.0,60.0,0.0,60.0,68,brazil_vs_brazil_nike_commercial_2012,True
126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,e7957b138bcb543c63f100343c91d5731611c1ba.mp4,0.0,7.0,12.0,19.0,269,obama_kicks_door,True
55dde762dc283ee301065f670b6d7c08c3c32668.flv,8f95e2c9940b1ea46fa23702ca70f4cbefd9e3ef.flv,54.0,92.0,0.0,38.0,528,president_obama_takes_oath,True
1f025a1f075ff2d25d5469a1343932e09ea13b2a.flv,50267c2376f0e05d38f8d468d4bb403fab5cc454.flv,43.0,45.0,63.0,65.0,428,president_obama_takes_oath,True
015d1827ee83949cba0db763a6d3d916d83f4f95.flv,e2397f231463229b2c93e61d7837f7c0e9b88377.flv,0.0,224.0,0.0,224.0,1118,tom_hanks_winning_an_oscar,True
9e94d3404faee3a1e3c78fb33064319511428103.flv,,72.0,87.0,,,,the_last_samurai_last_battle,False
66e0225621e48946b7ab09027c18c83b69564002.flv,72e97f43a27cdb56a82454758c383c1ac82e91b9.flv,0.0,20.0,5.0,31.0,24,beckham_70_yard_goal,True
5f8d7efc28c6dd3e20cfd0060177edcb243a0456.flv,93cad7675cea2f7c761ad9fc2ee72baee61f38e3.flv,12.0,45.0,239.0,265.0,925,the_last_samurai_last_battle,True
fa89363182761c182136f54fc7650930265a5bb4.flv,,268.0,283.0,,,,the_last_samurai_last_battle,False
8cd04dbb4576f83ebe1f480d6a33a24c3a5882bd.flv,fca7e9c46b6ec4b8cb53ff17d93bef484a341c5b.flv,0.0,45.0,16.0,61.0,433,president_obama_takes_oath,True
5b90735d0a44043685ced4a784dfd3fc8489317a.mp4,ef831f0fe7c633be5ed9edd29dd28d6066ea6d88.flv,0.0,16.0,1.0,17.0,151,endless_love,True
bdce7faffa2ce63db64ddab4fa10ac6752079020.flv,,150.0,165.0,,,,saving_private_ryan_omaha_beach,False
ab8bd55b3fefca37c7dc57e973a7cea1ae3555ad.flv,,0.0,7.0,,,,bill_clinton_apology_speech,False
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,82.0,88.0,32.0,36.0,785,t-mac_13_points_in_35_seconds,True
136eff8ef85eee42b2370ad6e444498980ba63a8.mp4,31c0c6ca1fb0a7c86e0aff458bffd0002d42ef3e.flv,0.0,149.0,38.0,181.0,688,scent_of_woman_tango,True
2d381cece55255b4ea7c5e18d20f5a07ee39ddf5.flv,3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,0.0,14.0,19.0,33.0,262,obama_kicks_door,True
76d63613abd080fe83b99cffe29e85ef01b12d40.flv,f3c8c0c9b93e0a49d2508eee4aae618c1d69e082.flv,2.0,89.0,374.0,506.0,680,scent_of_woman_tango,True
89b40b8ef5ec589cd8e4ebe5970e6b488f6b31ad.flv,d8bc8b695ab831b8f511dd2ab56d7e7ac0cd1a21.flv,6.0,561.0,0.0,555.0,378,osama_bin_laden_is_dead_obama_speech_at_white_house,True
cf2ead1b5a8474f80e34ea569c8dee86140828a6.flv,f150e062960b477adcac3f12ef4543337f5a91a4.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
1c347b1b7ceb23e4b45f0965cafb6f981c0f61d5.flv,74c3753f0751b532dd29c947777e5825dd3b2392.flv,0.0,71.0,140.0,209.0,961,the_pursuit_of_happyness_-_job_interview,True
60b45a875979efba30700f8e55728d17f0857212.flv,b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,273.0,299.0,37.0,55.0,857,t-mac_13_points_in_35_seconds,True
9f3d3762943c662470d78368a29a067952a97933.flv,,178.0,193.0,,,,saving_private_ryan_omaha_beach,False
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,8d6bd2b5607cbd53fd782843392105c020b9aa7d.flv,9.0,18.0,1.0,10.0,211,maradona_hand_of_god,True
1ca9e47028d5d38e082ff7fbac68fb24d4bafc4f.mp4,76d63613abd080fe83b99cffe29e85ef01b12d40.flv,8.0,21.0,3.0,47.0,681,scent_of_woman_tango,True
1b1badb376661cc4822989e45505f66e23cb65e4.flv,b9d57bdc2d729020825f9617089e1aee6be798fe.flv,46.0,591.0,0.0,524.0,701,scent_of_woman_tango,True
aca39f299bade8a43abc80bac36d598239c63906.flv,b22db6382d74710e88eb1cb50bf3f74bec402491.flv,10.0,126.0,9.0,127.0,167,infernal_affairs_1,True
0dc847c3b563024b2052b75a28952c2434d059d1.flv,7c34e7d6022bcd3c7c225feed3fca1e8e72249a4.flv,2.0,37.0,0.0,35.0,477,president_obama_takes_oath,True
7b2158aad4ea2e6c8f149bb869801b96734c1b1c.flv,8fb97b98e2f27c9f162d6c1d6c27806c84af8e8d.flv,0.0,1.0,10.0,11.0,106,dove_evolution_commercial,True
1f73466d86f0a92140bd2f89eb95e8c147b47935.flv,58a33de5c9bd85b5dfe782eca6af35eeb390bd92.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
2d623f928f8b37ce5978269e4198728c13e3f590.mp4,c4684f69b4fe383c4c3bf502f6444a9abc7342ac.mp4,1.0,12.0,0.0,11.0,267,obama_kicks_door,True
126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,f26a39de8e8ec290703f4937977fc17322974748.flv,0.0,8.0,6.0,14.0,269,obama_kicks_door,True
0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv,44be6e5e82fced7f458b17c0230118034ffc7a57.flv,69.0,179.0,125.0,235.0,812,t-mac_13_points_in_35_seconds,True
7b2158aad4ea2e6c8f149bb869801b96734c1b1c.flv,,72.0,87.0,,,,dove_evolution_commercial,False
436657d23d80e9dbce2df57db62a3b45e05d475e.flv,b4d71ae78d81a607ddc2951bfd0a2e3ce46e6d91.flv,33.0,47.0,225.0,239.0,915,the_last_samurai_last_battle,True
09b682c899b0727e9990d8e347cdce3df7c5550e.flv,54c560a6b270647b28ea2746853c937885e2718b.flv,36.0,41.0,112.0,117.0,69,david_beckham_lights_the_olympic_torch,True
2d033b088c2a341267c1329439506c206d6e7a87.flv,eb97c61cfd330392a5d8c6d5c7e48fdfd1a0c859.flv,10.0,88.0,0.0,79.0,1030,titanic_fly_scene,True
18b795635784edf78f356c8fa2daf892c1fb7de0.flv,8eced8631e728d892ecce8b2d916e8f12c03f63b.flv,13.0,32.0,161.0,177.0,1020,titanic_fly_scene,True
66e0225621e48946b7ab09027c18c83b69564002.flv,fa0aa890db611cbe029b8c222663579ec7081bb6.flv,0.0,20.0,2.0,22.0,24,beckham_70_yard_goal,True
7ac8224504f430258be5cf7c3e21bd2611fa7c77.flv,,567.0,582.0,,,,run_forrest_fun,False
c29e02d9e847bcde39ee667b454e4d67b22b105c.flv,e89539c5310189d7333610e2a4b57b8648d30af5.flv,0.0,189.0,11.0,209.0,750,scent_of_woman_tango,True
524ef63fbe3c17ac7dce07f21e19c22841269580.flv,c93fd45d975f63d8341fe603023a9d0258b4e02b.flv,14.0,28.0,38.0,49.0,1056,titanic_fly_scene,True
12e5b295f88e0c387a4326c73613b1c7a05f2eda.flv,7b2158aad4ea2e6c8f149bb869801b96734c1b1c.flv,19.0,58.0,17.0,56.0,108,dove_evolution_commercial,True
86a3afc4f23edb7fa6919bd7371ea7d5f4a946f9.flv,cf2ead1b5a8474f80e34ea569c8dee86140828a6.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
0234aef03d60f071f6fb30f366e79bcc1a05cf14.flv,10f0d273cc6c1f888004537f30d5ef577b6d95e3.flv,123.0,160.0,0.0,37.0,421,president_obama_takes_oath,True
c7d5eb4355e2ce9c90bf681e28ca740b1e7c62ca.flv,,15.0,29.0,,,,bolt_beijing_100m,False
911169b1e685d943c7854a1c0ecdf9cef1250bec.mp4,c1025681a6dfd43843735c07e9ec8ac2f08d80fc.flv,7.0,9.0,10.0,12.0,1223,troy_achilles_and_hector,True
72e97f43a27cdb56a82454758c383c1ac82e91b9.flv,97c71f57e83f6ab16906fdd7edc8e3f88d2ceee1.flv,39.0,51.0,85.0,96.0,23,beckham_70_yard_goal,True
7759574accbb8bf3b47365c39f31ba8a728481c4.flv,,242.0,257.0,,,,saving_private_ryan_omaha_beach,False
5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv,668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv,64.0,84.0,293.0,313.0,778,t-mac_13_points_in_35_seconds,True
7deff9e47e47c98bb341c4355dfff9a82bfba221.flv,,102.0,117.0,,,,infernal_affairs_1,False
55b5cf91ebbb1f98879f64e74b8155fe98cad23a.flv,ab3d22a99b1f0fee38cf842f51b1dce60bed631f.flv,0.0,9.0,0.0,9.0,211,maradona_hand_of_god,True
434cbcdf0562eb6c5ccdef59cf3401ed1067112c.flv,,331.0,337.87,,,,infernal_affairs_1,False
a9ef8194429b65cd61ce681caff308530c9fc8b3.flv,affa7581a002ca360df8c76b4ddc9f462b797fd5.mp4,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
b9d57bdc2d729020825f9617089e1aee6be798fe.flv,d1a19730dcc2b5ea5bec61756c452772aae031dd.flv,311.0,445.0,0.0,140.0,686,scent_of_woman_tango,True
10f0d273cc6c1f888004537f30d5ef577b6d95e3.flv,4120e70bc6332bd6010e76b0054c45653bfa6f94.flv,0.0,37.0,1.0,38.0,421,president_obama_takes_oath,True
66246823d79897fd7d93677c6c0244a3cbd4657f.flv,69bcf906c79504494d9f23192f4801b61b4fd966.flv,100.0,102.0,104.0,106.0,485,president_obama_takes_oath,True
57e9e178196e922eda7174a756d3bdb80c1b4758.mp4,be847241c99460843de85ffa104b07dcac62e588.flv,0.0,166.0,4.0,165.0,996,titanic_fly_scene,True
707ffde910facfe859304ae491bc154ab33dd2de.flv,8870293c58fbed9cc03a738577e5802164199d8b.flv,0.0,74.0,0.0,74.0,103,dove_evolution_commercial,True
daa0d7da05e7475ca5cb9b2a91fb968e65725ecb.flv,fc168483b05a1a3534dedd973585642bd0f0edb8.flv,24.0,118.0,10.0,94.0,291,osama_bin_laden_is_dead_obama_speech_at_white_house,True
5b14829fbd7b9a97df21db5b990a57bc13e38a89.flv,ddf4ea3ad374dad0d4abc418418581632547f2fc.flv,237.0,377.0,0.0,147.0,737,scent_of_woman_tango,True
b95fcc5bd9b38c2ace5c5e19d5f8e2faef086c2d.flv,fcbbdde0277a104a69b6bf013156f875ec9cfe0c.flv,0.0,164.0,0.0,165.0,999,titanic_fly_scene,True
31c0c6ca1fb0a7c86e0aff458bffd0002d42ef3e.flv,f30a503af68c95032a23557171ed7f788f0df018.flv,41.0,182.0,0.0,147.0,689,scent_of_woman_tango,True
b9d57bdc2d729020825f9617089e1aee6be798fe.flv,e89539c5310189d7333610e2a4b57b8648d30af5.flv,244.0,445.0,0.0,209.0,707,scent_of_woman_tango,True
1923a4832593ecf189271664f80e8fbdfa451dec.flv,296daa1f5eff17f2a2cb02cf052deccdacca0c24.flv,12.0,16.0,0.0,4.0,267,obama_kicks_door,True
1b1badb376661cc4822989e45505f66e23cb65e4.flv,2a3a855c1a79ccfda28c57c4a2bcdaa85c725787.flv,320.0,332.0,153.0,165.0,694,scent_of_woman_tango,True
0234aef03d60f071f6fb30f366e79bcc1a05cf14.flv,d083d6a9a987fb0e37dddc0f134704a29677899c.flv,117.0,152.0,0.0,45.0,433,president_obama_takes_oath,True
25b4ccc2b3166b565dde7192ed3b7b43921439dd.flv,,240.0,255.0,,,,saving_private_ryan_omaha_beach,False
126d3e5b61ad28f847ad1ff6d15315742e780ac6.mp4,2d381cece55255b4ea7c5e18d20f5a07ee39ddf5.flv,22.0,25.0,10.0,13.0,263,obama_kicks_door,True
668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv,8d222599bddb8d463bc7c7835f209cbc41072ca6.mp4,254.0,263.0,31.0,40.0,786,t-mac_13_points_in_35_seconds,True
8b99b013165faa0c1cb36794f0d20d38a621f496.flv,f6e296bfd930f585e165246530efa97bc035330f.flv,13.0,19.0,71.0,105.0,196,kennedy_assassination_slow_motion,True
3f551cfb6385305e37906ce36ba8adc47ebc4cb3.flv,487be7c83186caba89dc3004a1bd24350e35a099.flv,8.0,82.0,0.0,74.0,103,dove_evolution_commercial,True
35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,beb8ec624aae490c6f21a7bc7330da8e839623fb.mp4,91.0,101.0,31.0,41.0,822,t-mac_13_points_in_35_seconds,True
1f73466d86f0a92140bd2f89eb95e8c147b47935.flv,,16.0,31.0,,,,obama_kicks_door,False
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5106b657cb3d1d98dd496150241aa529c80bd479.flv,149.0,225.0,252.0,325.0,761,t-mac_13_points_in_35_seconds,True
0ab11b52561e9255423b01f29f7904a6dcadd87b.flv,5a6a49b7660b858476a69819cdf15a13ecf13c36.mp4,12.0,17.0,18.0,23.0,1306,zidane_headbutt,True
28ae1e3aa722872cec66e9c83a35243accd27e2d.flv,e7957b138bcb543c63f100343c91d5731611c1ba.mp4,0.0,12.0,8.0,19.0,266,obama_kicks_door,True
64c86092addbb5b3de44a4412d52509fdda5c38c.flv,980970c70070421c46fb122e7a6ebc59682e697d.flv,0.0,119.0,0.0,119.0,545,ronaldinho_ping_pong,True
54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,,1148.0,1163.0,,,,president_obama_takes_oath,False
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,1620.0,1635.0,,,,obama_kicks_door,False
8bb9090a95a07edf2fd021d64335bf7b4f428eb2.flv,,176.0,191.0,,,,saving_private_ryan_omaha_beach,False
126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,957f17421e19ce01afd6f92c895aba72342bd8ea.flv,0.0,8.0,6.0,14.0,269,obama_kicks_door,True
8d222599bddb8d463bc7c7835f209cbc41072ca6.mp4,b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,0.0,49.0,11.0,60.0,860,t-mac_13_points_in_35_seconds,True
4dd842508699d66636298376da31208a2e029c61.flv,51dabd8f940a75182408db600fa74a5cfc9b3d29.flv,105.0,284.0,0.0,186.0,964,the_pursuit_of_happyness_-_job_interview,True
28d2bcbf01d0572073d4e7543b0a43cda23887f2.flv,3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,0.0,4.0,65.0,69.0,267,obama_kicks_door,True
5106b657cb3d1d98dd496150241aa529c80bd479.flv,92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,254.0,278.0,210.0,234.0,790,t-mac_13_points_in_35_seconds,True
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv,99.0,102.0,24.0,27.0,775,t-mac_13_points_in_35_seconds,True
7c34e7d6022bcd3c7c225feed3fca1e8e72249a4.flv,a9edef40077c3d7c638dae4a24a83bf6e42b34b1.flv,0.0,30.0,4.0,34.0,425,president_obama_takes_oath,True
e7831eba03ee7083a9d547fdde6adadaa05f3eeb.flv,,199.0,214.0,,,,saving_private_ryan_omaha_beach,False
131233edfdfe1756ea474dab9f3a70d8530433d7.flv,1803c61a647e94580b6b4fa9dd0677ae787df1fb.mp4,31.0,40.0,85.0,93.0,972,titanic_fly_scene,True
8bb9090a95a07edf2fd021d64335bf7b4f428eb2.flv,,235.0,250.0,,,,saving_private_ryan_omaha_beach,False
3d0a3002441f682c7124806eb9b92c677af2ee9e.flv,e862343f349018b392c1a389ff71cbe5eea67666.flv,294.0,309.0,54.0,69.0,809,t-mac_13_points_in_35_seconds,True
126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,4aec2dcc12e748c4d2ff51fd6e84fac3fd9b5748.flv,0.0,8.0,6.0,14.0,269,obama_kicks_door,True
44be6e5e82fced7f458b17c0230118034ffc7a57.flv,beb8ec624aae490c6f21a7bc7330da8e839623fb.mp4,4.0,15.0,0.0,11.0,810,t-mac_13_points_in_35_seconds,True
5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,6f5bbd3e080c65e9a9e52404c9054b2203d3f540.flv,9.0,19.0,0.0,10.0,209,maradona_hand_of_god,True
23b0c2b21d1471204cd3e3a1de22e8d98849abfe.flv,2cd2f88502bf8d74a3da0f257b47da823e0d42a0.flv,0.0,147.0,26.0,167.0,689,scent_of_woman_tango,True
9067be820dde81e11fc69146317995110f408627.flv,,352.0,367.0,,,,the_last_samurai_last_battle,False
1923a4832593ecf189271664f80e8fbdfa451dec.flv,3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,3.0,17.0,55.0,69.0,262,obama_kicks_door,True
9e94d3404faee3a1e3c78fb33064319511428103.flv,cf6db37d583044431cc33c4c723988cb6c5edc46.flv,280.0,304.0,235.0,245.0,899,the_last_samurai_last_battle,True
24a6a7d24464d6fe488abb181d89e426e8eeb837.mp4,d7fd4ee52ade46db49e9fbabdf5d964ce0677961.flv,0.0,16.0,0.0,16.0,298,osama_bin_laden_is_dead_obama_speech_at_white_house,True
8a268ef5ad1f250fca37321ba2e9c9224b084dba.flv,acdf1a72b8cf37ee2609cdc03ff70747f36e0476.flv,5.0,36.0,0.0,31.0,180,kennedy_assassination_slow_motion,True
4120e70bc6332bd6010e76b0054c45653bfa6f94.flv,55dde762dc283ee301065f670b6d7c08c3c32668.flv,63.0,68.0,121.0,126.0,516,president_obama_takes_oath,True
4df943d4903333df61bb3854d47365edf3076b5b.flv,93a48fd66a22cf0189c14a6b8571d72f657b64bc.mp4,0.0,14.0,29.0,43.0,262,obama_kicks_door,True
0b3f9e88e5ab73e19dc4d1a32115ea3457867128.flv,911169b1e685d943c7854a1c0ecdf9cef1250bec.mp4,0.0,264.0,33.0,119.0,1149,troy_achilles_and_hector,True
a99ef662562ec242651946259b170b409c0d48d7.mp4,b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,70.0,73.0,154.0,161.0,765,t-mac_13_points_in_35_seconds,True
c4384b8402362a0351d4e1dc9de0c01d7117322f.flv,e6f1dd4881c0088d861763dadd83db04fb353500.flv,27.0,30.0,36.0,39.0,22,beckham_70_yard_goal,True
1e5aec100a5b897342a4be9246995fc16f784e66.flv,,308.0,323.0,,,,run_forrest_fun,False
0dc847c3b563024b2052b75a28952c2434d059d1.flv,4120e70bc6332bd6010e76b0054c45653bfa6f94.flv,65.0,68.0,63.0,66.0,478,president_obama_takes_oath,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,ffd89ce37eb32ff8748e5168da52b0e32dcd3022.mp4,3.0,14.0,0.0,11.0,267,obama_kicks_door,True
74c3753f0751b532dd29c947777e5825dd3b2392.flv,8dab37af058628a51bd4b7e0a5a0c1cd5234f6ac.flv,35.0,253.0,0.0,208.0,965,the_pursuit_of_happyness_-_job_interview,True
5f67871d5d377ddc9743ec8fce5f362f09621466.mp4,e3cfb1f40fb5690a700aba9ac1fa35be2fd4ff1f.flv,215.0,280.0,0.0,65.0,323,osama_bin_laden_is_dead_obama_speech_at_white_house,True
ab12206048207553294916664d0ebf1cd9e81ef6.flv,f9395fd63d7f59cae6103cfb00e116b4a1d0be5e.flv,27.0,30.0,55.0,58.0,22,beckham_70_yard_goal,True
2a3a855c1a79ccfda28c57c4a2bcdaa85c725787.flv,75b4b9a9fc4801a2f625297c698e5eef4ec37cfe.flv,192.0,201.0,96.0,105.0,677,scent_of_woman_tango,True
659b7a2003008951009b3edb5b61b455abae21a8.flv,ec6d9578723211eebde91393c69ba9f84507431c.mp4,1.0,86.0,7.0,91.0,1033,titanic_fly_scene,True
97c71f57e83f6ab16906fdd7edc8e3f88d2ceee1.flv,f98075fcebb2596c91cf6886b30a39521cc60855.flv,21.0,39.0,0.0,18.0,14,beckham_70_yard_goal,True
707ffde910facfe859304ae491bc154ab33dd2de.flv,bbdbe357f408fb84d5f57c1522a90504f3162d6f.flv,50.0,53.0,29.0,32.0,118,dove_evolution_commercial,True
77452e0b0c34723b656047c3cbd5d9bf2e11eaaf.flv,b1d0d41066ffb0afa9e3a3375199824f35a80c4d.flv,1.0,37.0,0.0,42.0,205,kennedy_assassination_slow_motion,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,1575.0,1590.0,,,,obama_kicks_door,False
377f81e79938ba062762e74a3b8d4136b5523fa3.flv,b3e2f9a02ee873972fcb0ce144996ad850c7b4af.flv,16.0,24.0,0.0,8.0,211,maradona_hand_of_god,True
1e2598afd4d6a8728d6c0076354477db59702a5a.flv,,170.0,181.0,,,,the_last_samurai_last_battle,False
7c9d142bf1b1ede846c059117f422b1c8ea6bb9e.mp4,7dd1b7a83128fb78f018c557d918b0670989457e.mp4,10.0,54.0,4.0,48.0,111,dove_evolution_commercial,True
28ae1e3aa722872cec66e9c83a35243accd27e2d.flv,e47d10d837cacf72bb23c45339b1cbc307a513be.mp4,0.0,11.0,500.0,511.0,267,obama_kicks_door,True
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,e862343f349018b392c1a389ff71cbe5eea67666.flv,53.0,61.0,17.0,24.0,805,t-mac_13_points_in_35_seconds,True
911169b1e685d943c7854a1c0ecdf9cef1250bec.mp4,c1025681a6dfd43843735c07e9ec8ac2f08d80fc.flv,27.0,29.0,16.0,18.0,1225,troy_achilles_and_hector,True
434cbcdf0562eb6c5ccdef59cf3401ed1067112c.flv,,136.0,151.0,,,,infernal_affairs_1,False
b4d71ae78d81a607ddc2951bfd0a2e3ce46e6d91.flv,,291.0,306.0,,,,the_last_samurai_last_battle,False
